node_id,text
745,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
746,"An honest tale speeds best, being plainly told."
747,Now is the winter of our discontent.
748,For you and I are past our dancing days.
749,Off with his head!
750,"To be, or not to be: that is the question."
751,Tempt not a desperate man.
752,A horse! a horse! my kingdom for a horse!.
753,Can one desire too much of a good thing?.
754,Brevity is the soul of wit.
755,What's in a name? That which we call a rose by any other name would smell as sweet.
756,O! she doth teach the torches to burn bright.
757,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
758,"The lady doth protest too much, methinks."
759,The king's name is a tower of strength.
760,O! she doth teach the torches to burn bright.
761,How bitter a thing it is to look into happiness through another man's eyes!
762,Now is the winter of our discontent.
763,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
764,"It is the east, and Juliet is the sun."
765,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
766,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
767,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
768,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
769,"A little more than kin, and less than kind."
770,For ever and a day.
771,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
772,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
773,"So wise so young, they say, do never live long."
774,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
775,How bitter a thing it is to look into happiness through another man's eyes!
776,True is it that we have seen better days.
777,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
778,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
779,True is it that we have seen better days.
780,Wisely and slow; they stumble that run fast.
781,I like this place and willingly could waste my time in it.
782,Tempt not a desperate man.
783,I like this place and willingly could waste my time in it.
784,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
785,True is it that we have seen better days.
786,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
787,"The lady doth protest too much, methinks."
788,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
789,Rich gifts wax poor when givers prove unkind.
790,"There is nothing either good or bad, but thinking makes it so."
791,"Though this be madness, yet there is method in 't."
792,Can one desire too much of a good thing?.
793,Now is the winter of our discontent.
794,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
795,That it should come to this!.
796,Wisely and slow; they stumble that run fast.
797,Rich gifts wax poor when givers prove unkind.
798,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
799,"It is the east, and Juliet is the sun."
800,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
801,The play 's the thing wherein I'll catch the conscience of the king.
802,"When sorrows come, they come not single spies, but in battalions."
803,"The fool doth think he is wise, but the wise man knows himself to be a fool."
804,"There is nothing either good or bad, but thinking makes it so."
805,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
806,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
807,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
808,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
809,"The fool doth think he is wise, but the wise man knows himself to be a fool."
810,What's in a name? That which we call a rose by any other name would smell as sweet.
811,"The world is grown so bad, that wrens make prey where eagles dare not perch."
812,Now is the winter of our discontent.
813,"I will speak daggers to her, but use none."
814,A horse! a horse! my kingdom for a horse!.
815,O! she doth teach the torches to burn bright.
816,Rich gifts wax poor when givers prove unkind.
817,"An honest tale speeds best, being plainly told."
818,For ever and a day.
819,"There is nothing either good or bad, but thinking makes it so."
820,"It is the east, and Juliet is the sun."
821,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
822,I like this place and willingly could waste my time in it.
823,For ever and a day.
824,A horse! a horse! my kingdom for a horse!.
825,The king's name is a tower of strength.
826,This above all: to thine own self be true.
827,"And it must follow, as the night the day, thou canst not then be false to any man."
828,For you and I are past our dancing days.
829,"The world is grown so bad, that wrens make prey where eagles dare not perch."
830,That it should come to this!.
831,"And it must follow, as the night the day, thou canst not then be false to any man."
832,"The world is grown so bad, that wrens make prey where eagles dare not perch."
833,For ever and a day.
834,Tempt not a desperate man.
835,"O Romeo, Romeo! wherefore art thou Romeo?."
836,For you and I are past our dancing days.
837,"It is the east, and Juliet is the sun."
838,"A little more than kin, and less than kind."
839,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
840,That it should come to this!.
841,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
842,"The lady doth protest too much, methinks."
843,"O Romeo, Romeo! wherefore art thou Romeo?."
844,Can one desire too much of a good thing?.
845,Can one desire too much of a good thing?.
846,"O Romeo, Romeo! wherefore art thou Romeo?."
847,I like this place and willingly could waste my time in it.
848,Off with his head!
849,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
850,"So wise so young, they say, do never live long."
851,Can one desire too much of a good thing?.
852,Now is the winter of our discontent.
853,"It is the east, and Juliet is the sun."
854,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
855,Tempt not a desperate man.
856,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
857,I like this place and willingly could waste my time in it.
858,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
859,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
860,I like this place and willingly could waste my time in it.
861,"The lady doth protest too much, methinks."
862,"The world is grown so bad, that wrens make prey where eagles dare not perch."
863,For ever and a day.
864,The play 's the thing wherein I'll catch the conscience of the king.
865,That it should come to this!.
866,"I will speak daggers to her, but use none."
867,For you and I are past our dancing days.
868,Off with his head!
869,Wisely and slow; they stumble that run fast.
870,"An honest tale speeds best, being plainly told."
871,"It is the east, and Juliet is the sun."
872,Wisely and slow; they stumble that run fast.
873,What's in a name? That which we call a rose by any other name would smell as sweet.
874,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
875,"When sorrows come, they come not single spies, but in battalions."
876,Now is the winter of our discontent.
877,The king's name is a tower of strength.
878,"An honest tale speeds best, being plainly told."
879,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
880,"To be, or not to be: that is the question."
881,I like this place and willingly could waste my time in it.
882,O! she doth teach the torches to burn bright.
883,In my mind's eye.
884,"A little more than kin, and less than kind."
885,The king's name is a tower of strength.
886,Off with his head!
887,Now is the winter of our discontent.
888,"There is nothing either good or bad, but thinking makes it so."
889,What's in a name? That which we call a rose by any other name would smell as sweet.
890,Can one desire too much of a good thing?.
891,"So wise so young, they say, do never live long."
892,Do you think I am easier to be played on than a pipe?
893,O! she doth teach the torches to burn bright.
894,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
895,"An honest tale speeds best, being plainly told."
896,The play 's the thing wherein I'll catch the conscience of the king.
897,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
898,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
899,"The world is grown so bad, that wrens make prey where eagles dare not perch."
900,For you and I are past our dancing days.
901,Not stepping o'er the bounds of modesty.
902,True is it that we have seen better days.
903,For ever and a day.
904,"The world is grown so bad, that wrens make prey where eagles dare not perch."
905,"O Romeo, Romeo! wherefore art thou Romeo?."
906,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
907,The play 's the thing wherein I'll catch the conscience of the king.
908,"So wise so young, they say, do never live long."
909,True is it that we have seen better days.
910,Now is the winter of our discontent.
911,For ever and a day.
912,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
913,For ever and a day.
914,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
915,For ever and a day.
916,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
917,What's in a name? That which we call a rose by any other name would smell as sweet.
918,Now is the winter of our discontent.
919,O! she doth teach the torches to burn bright.
920,The king's name is a tower of strength.
921,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
922,Can one desire too much of a good thing?.
923,I like this place and willingly could waste my time in it.
924,True is it that we have seen better days.
925,"There is nothing either good or bad, but thinking makes it so."
926,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
927,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
928,I like this place and willingly could waste my time in it.
929,For you and I are past our dancing days.
930,I like this place and willingly could waste my time in it.
931,Not stepping o'er the bounds of modesty.
932,I like this place and willingly could waste my time in it.
933,I like this place and willingly could waste my time in it.
934,I like this place and willingly could waste my time in it.
935,How bitter a thing it is to look into happiness through another man's eyes!
936,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
937,"It is the east, and Juliet is the sun."
938,"The world is grown so bad, that wrens make prey where eagles dare not perch."
939,For you and I are past our dancing days.
940,True is it that we have seen better days.
941,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
942,True is it that we have seen better days.
943,"And it must follow, as the night the day, thou canst not then be false to any man."
944,In my mind's eye.
945,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
946,A horse! a horse! my kingdom for a horse!.
947,"The world is grown so bad, that wrens make prey where eagles dare not perch."
948,A horse! a horse! my kingdom for a horse!.
949,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
950,How bitter a thing it is to look into happiness through another man's eyes!
951,Now is the winter of our discontent.
952,"A little more than kin, and less than kind."
953,"The fool doth think he is wise, but the wise man knows himself to be a fool."
954,How bitter a thing it is to look into happiness through another man's eyes!
955,Off with his head!
956,"There is nothing either good or bad, but thinking makes it so."
957,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
958,The play 's the thing wherein I'll catch the conscience of the king.
959,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
960,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
961,"An honest tale speeds best, being plainly told."
962,This above all: to thine own self be true.
963,"The lady doth protest too much, methinks."
964,How bitter a thing it is to look into happiness through another man's eyes!
965,"It is the east, and Juliet is the sun."
966,Off with his head!
967,Now is the winter of our discontent.
968,Rich gifts wax poor when givers prove unkind.
969,Off with his head!
970,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
971,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
972,"O Romeo, Romeo! wherefore art thou Romeo?."
973,"Though this be madness, yet there is method in 't."
974,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
975,True is it that we have seen better days.
976,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
977,"And it must follow, as the night the day, thou canst not then be false to any man."
978,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
979,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
980,A horse! a horse! my kingdom for a horse!.
981,"There is nothing either good or bad, but thinking makes it so."
982,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
983,Rich gifts wax poor when givers prove unkind.
984,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
985,"O Romeo, Romeo! wherefore art thou Romeo?."
986,Can one desire too much of a good thing?.
987,That it should come to this!.
988,Not stepping o'er the bounds of modesty.
989,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
990,How bitter a thing it is to look into happiness through another man's eyes!
991,"So wise so young, they say, do never live long."
992,How bitter a thing it is to look into happiness through another man's eyes!
993,Can one desire too much of a good thing?.
994,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
995,For you and I are past our dancing days.
996,The play 's the thing wherein I'll catch the conscience of the king.
997,"To be, or not to be: that is the question."
998,"And it must follow, as the night the day, thou canst not then be false to any man."
999,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1000,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1001,"I will speak daggers to her, but use none."
1002,"To be, or not to be: that is the question."
1003,Off with his head!
1004,For you and I are past our dancing days.
1005,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1006,"A little more than kin, and less than kind."
1007,"And it must follow, as the night the day, thou canst not then be false to any man."
1008,"It is the east, and Juliet is the sun."
1009,"It is the east, and Juliet is the sun."
1010,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1011,Not stepping o'er the bounds of modesty.
1012,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1013,Can one desire too much of a good thing?.
1014,I like this place and willingly could waste my time in it.
1015,Off with his head!
1016,"When sorrows come, they come not single spies, but in battalions."
1017,Off with his head!
1018,O! she doth teach the torches to burn bright.
1019,A horse! a horse! my kingdom for a horse!.
1020,Not stepping o'er the bounds of modesty.
1021,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1022,A horse! a horse! my kingdom for a horse!.
1023,"So wise so young, they say, do never live long."
1024,"There is nothing either good or bad, but thinking makes it so."
1025,Do you think I am easier to be played on than a pipe?
1026,"An honest tale speeds best, being plainly told."
1027,"And it must follow, as the night the day, thou canst not then be false to any man."
1028,How bitter a thing it is to look into happiness through another man's eyes!
1029,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1030,"I will speak daggers to her, but use none."
1031,Brevity is the soul of wit.
1032,Brevity is the soul of wit.
1033,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1034,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1035,How bitter a thing it is to look into happiness through another man's eyes!
1036,This above all: to thine own self be true.
1037,"And it must follow, as the night the day, thou canst not then be false to any man."
1038,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1039,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1040,Can one desire too much of a good thing?.
1041,Brevity is the soul of wit.
1042,Rich gifts wax poor when givers prove unkind.
1043,That it should come to this!.
1044,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1045,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1046,This above all: to thine own self be true.
1047,Wisely and slow; they stumble that run fast.
1048,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1049,"A little more than kin, and less than kind."
1050,"Though this be madness, yet there is method in 't."
1051,For you and I are past our dancing days.
1052,"So wise so young, they say, do never live long."
1053,Rich gifts wax poor when givers prove unkind.
1054,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1055,What's in a name? That which we call a rose by any other name would smell as sweet.
1056,True is it that we have seen better days.
1057,Off with his head!
1058,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1059,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1060,Wisely and slow; they stumble that run fast.
1061,Not stepping o'er the bounds of modesty.
1062,Can one desire too much of a good thing?.
1063,Wisely and slow; they stumble that run fast.
1064,Can one desire too much of a good thing?.
1065,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1066,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1067,For ever and a day.
1068,How bitter a thing it is to look into happiness through another man's eyes!
1069,The king's name is a tower of strength.
1070,The king's name is a tower of strength.
1071,"O Romeo, Romeo! wherefore art thou Romeo?."
1072,Brevity is the soul of wit.
1073,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1074,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1075,For you and I are past our dancing days.
1076,A horse! a horse! my kingdom for a horse!.
1077,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1078,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1079,Off with his head!
1080,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1081,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1082,Wisely and slow; they stumble that run fast.
1083,A horse! a horse! my kingdom for a horse!.
1084,Now is the winter of our discontent.
1085,I like this place and willingly could waste my time in it.
1086,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1087,"An honest tale speeds best, being plainly told."
1088,For you and I are past our dancing days.
1089,The play 's the thing wherein I'll catch the conscience of the king.
1090,Can one desire too much of a good thing?.
1091,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1092,True is it that we have seen better days.
1093,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1094,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1095,How bitter a thing it is to look into happiness through another man's eyes!
1096,Wisely and slow; they stumble that run fast.
1097,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1098,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1099,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1100,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1101,How bitter a thing it is to look into happiness through another man's eyes!
1102,What's in a name? That which we call a rose by any other name would smell as sweet.
1103,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1104,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1105,Tempt not a desperate man.
1106,"The lady doth protest too much, methinks."
1107,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1108,For ever and a day.
1109,"So wise so young, they say, do never live long."
1110,The play 's the thing wherein I'll catch the conscience of the king.
1111,How bitter a thing it is to look into happiness through another man's eyes!
1112,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1113,"An honest tale speeds best, being plainly told."
1114,"And it must follow, as the night the day, thou canst not then be false to any man."
1115,This above all: to thine own self be true.
1116,Wisely and slow; they stumble that run fast.
1117,Off with his head!
1118,True is it that we have seen better days.
1119,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1120,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1121,I like this place and willingly could waste my time in it.
1122,"It is the east, and Juliet is the sun."
1123,The play 's the thing wherein I'll catch the conscience of the king.
1124,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1125,Rich gifts wax poor when givers prove unkind.
1126,"The lady doth protest too much, methinks."
1127,"So wise so young, they say, do never live long."
1128,I like this place and willingly could waste my time in it.
1129,Not stepping o'er the bounds of modesty.
1130,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1131,That it should come to this!.
1132,"It is the east, and Juliet is the sun."
1133,The king's name is a tower of strength.
1134,"To be, or not to be: that is the question."
1135,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1136,Now is the winter of our discontent.
1137,Can one desire too much of a good thing?.
1138,For you and I are past our dancing days.
1139,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1140,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1141,Brevity is the soul of wit.
1142,Now is the winter of our discontent.
1143,"O Romeo, Romeo! wherefore art thou Romeo?."
1144,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1145,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1146,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1147,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1148,Can one desire too much of a good thing?.
1149,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1150,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1151,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1152,Wisely and slow; they stumble that run fast.
1153,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1154,"So wise so young, they say, do never live long."
1155,"To be, or not to be: that is the question."
1156,"It is the east, and Juliet is the sun."
1157,For ever and a day.
1158,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1159,Can one desire too much of a good thing?.
1160,The king's name is a tower of strength.
1161,Not stepping o'er the bounds of modesty.
1162,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1163,"So wise so young, they say, do never live long."
1164,"So wise so young, they say, do never live long."
1165,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1166,Not stepping o'er the bounds of modesty.
1167,Tempt not a desperate man.
1168,"O Romeo, Romeo! wherefore art thou Romeo?."
1169,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1170,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1171,Do you think I am easier to be played on than a pipe?
1172,Now is the winter of our discontent.
1173,"An honest tale speeds best, being plainly told."
1174,A horse! a horse! my kingdom for a horse!.
1175,A horse! a horse! my kingdom for a horse!.
1176,O! she doth teach the torches to burn bright.
1177,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1178,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1179,Wisely and slow; they stumble that run fast.
1180,"An honest tale speeds best, being plainly told."
1181,A horse! a horse! my kingdom for a horse!.
1182,I like this place and willingly could waste my time in it.
1183,Off with his head!
1184,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1185,A horse! a horse! my kingdom for a horse!.
1186,Off with his head!
1187,Can one desire too much of a good thing?.
1188,Now is the winter of our discontent.
1189,True is it that we have seen better days.
1190,True is it that we have seen better days.
1191,"To be, or not to be: that is the question."
1192,Wisely and slow; they stumble that run fast.
1193,Off with his head!
1194,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1195,Can one desire too much of a good thing?.
1196,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1197,A horse! a horse! my kingdom for a horse!.
1198,"A little more than kin, and less than kind."
1199,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1200,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1201,The king's name is a tower of strength.
1202,"O Romeo, Romeo! wherefore art thou Romeo?."
1203,Off with his head!
1204,"An honest tale speeds best, being plainly told."
1205,Off with his head!
1206,In my mind's eye.
1207,Wisely and slow; they stumble that run fast.
1208,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1209,Wisely and slow; they stumble that run fast.
1210,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1211,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1212,"When sorrows come, they come not single spies, but in battalions."
1213,"When sorrows come, they come not single spies, but in battalions."
1214,Do you think I am easier to be played on than a pipe?
1215,True is it that we have seen better days.
1216,That it should come to this!.
1217,"An honest tale speeds best, being plainly told."
1218,For ever and a day.
1219,The king's name is a tower of strength.
1220,For ever and a day.
1221,Do you think I am easier to be played on than a pipe?
1222,"When sorrows come, they come not single spies, but in battalions."
1223,The king's name is a tower of strength.
1224,In my mind's eye.
1225,The king's name is a tower of strength.
1226,O! she doth teach the torches to burn bright.
1227,How bitter a thing it is to look into happiness through another man's eyes!
1228,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1229,A horse! a horse! my kingdom for a horse!.
1230,"O Romeo, Romeo! wherefore art thou Romeo?."
1231,"The lady doth protest too much, methinks."
1232,True is it that we have seen better days.
1233,Can one desire too much of a good thing?.
1234,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1235,What's in a name? That which we call a rose by any other name would smell as sweet.
1236,The king's name is a tower of strength.
1237,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1238,"There is nothing either good or bad, but thinking makes it so."
1239,That it should come to this!.
1240,"So wise so young, they say, do never live long."
1241,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1242,"And it must follow, as the night the day, thou canst not then be false to any man."
1243,"The lady doth protest too much, methinks."
1244,True is it that we have seen better days.
1245,O! she doth teach the torches to burn bright.
1246,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1247,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1248,"I will speak daggers to her, but use none."
1249,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1250,The play 's the thing wherein I'll catch the conscience of the king.
1251,"An honest tale speeds best, being plainly told."
1252,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1253,"An honest tale speeds best, being plainly told."
1254,"An honest tale speeds best, being plainly told."
1255,Brevity is the soul of wit.
1256,"To be, or not to be: that is the question."
1257,Tempt not a desperate man.
1258,I like this place and willingly could waste my time in it.
1259,Can one desire too much of a good thing?.
1260,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1261,For ever and a day.
1262,"It is the east, and Juliet is the sun."
1263,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1264,A horse! a horse! my kingdom for a horse!.
1265,O! she doth teach the torches to burn bright.
1266,For ever and a day.
1267,What's in a name? That which we call a rose by any other name would smell as sweet.
1268,Wisely and slow; they stumble that run fast.
1269,Can one desire too much of a good thing?.
1270,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1271,Can one desire too much of a good thing?.
1272,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1273,Off with his head!
1274,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1275,I like this place and willingly could waste my time in it.
1276,Not stepping o'er the bounds of modesty.
1277,"The lady doth protest too much, methinks."
1278,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1279,Brevity is the soul of wit.
1280,For you and I are past our dancing days.
1281,Brevity is the soul of wit.
1282,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1283,Rich gifts wax poor when givers prove unkind.
1284,True is it that we have seen better days.
1285,"To be, or not to be: that is the question."
1286,"I will speak daggers to her, but use none."
1287,"So wise so young, they say, do never live long."
1288,A horse! a horse! my kingdom for a horse!.
1289,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1290,Can one desire too much of a good thing?.
1291,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1292,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1293,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1294,I like this place and willingly could waste my time in it.
1295,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1296,"An honest tale speeds best, being plainly told."
1297,Wisely and slow; they stumble that run fast.
1298,"An honest tale speeds best, being plainly told."
1299,"Though this be madness, yet there is method in 't."
1300,How bitter a thing it is to look into happiness through another man's eyes!
1301,"O Romeo, Romeo! wherefore art thou Romeo?."
1302,For ever and a day.
1303,"I will speak daggers to her, but use none."
1304,"So wise so young, they say, do never live long."
1305,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1306,"And it must follow, as the night the day, thou canst not then be false to any man."
1307,"To be, or not to be: that is the question."
1308,Now is the winter of our discontent.
